Sample	Type	Source	Nacid	xKit	Rep	Polymerase	Run	Primer	Station	Environment	Estuary	Tide	Date	Season	Year	microgAMBI	AMBI	AMBI.5y	MAMBI	MAMBI.5y	Redox	OM	Gravel	Sand	Mud	Cu	Pb	Ni	Cr	Zn	Mn	Fe	Hg	Cd	PON	TotalP	TOC	POC	TotalPCB	TotalPAH	TotalDDT	TotalHCH	PI	PI5yAvg	PI10yAvg	Redox5yAvg	Redox10yAvg	OM5yAvg	OM10yAvg	WaterO2	DO	pH	MaxDepthPM	PointDepthBM	Salinity	SalClass	Q1SiteSal	Q2SiteSal	Q3SiteSal	SolidosSusp	ChlA	Silicate	Nitrite	NH3	Turbidity	Nitrate	PO4	PlotName	IntRatio6y	PhytoStatus	Comp
I11	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	I11	Offshore	None	BM	2013-01-01	Wi	2013	0.9930727613	1.588	NA	NA	NA	NA	6.2	0	12.88	87.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2	6.2	NA	NA	NA	754	754	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I11_S_Wi2013	NA	NA	1
LBI10_S_Wi2013_PS	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	LBI10	Coastal	12 Bidasoa	BM	2013-03-15	Wi	2013	0.5504260598	1.232	1.623	1.026	0.904	420	1.08	0.33	99.35	0.31	14.9	75.1	23.9	27.4	95.2	490.1	33848	0.094	0.128	NA	0.0248	NA	NA	0	0	0	0	1.1675656151	1.1509816739	NA	434.2	409.5	1.02	1.41	98.9	NA	NA	33	33	35.4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LBI10_S_Wi2013	NA	NA	1
LD10_S_Wi2013_PS_A	S	S	DNA	DNA-RNA	A	HF	Eva	519..806	LD10	Coastal	07 Deba	BM	2013-03-07	Wi	2013	0.4424901767	1.892	1.829	1.053	0.939	458	1.86	2.4	97.41	0.19	22.5	79.6	29.9	31.8	165	354.7	37077	0.853	0.19	NA	0.0093	NA	NA	0	0	0	0	1.2944199037	0.860691347	NA	424.4	382.2	1.87	1.88	95.5	NA	NA	40	40	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LD10_S_Wi2013_a	NA	NA	1
LD10_S_Wi2013_PS_B	S	S	DNA	DNA-RNA	B	HF	Eva	519..806	LD10	Coastal	07 Deba	BM	2013-03-07	Wi	2013	0.4958914098	1.892	1.829	1.053	0.939	458	1.86	2.4	97.41	0.19	22.5	79.6	29.9	31.8	165	354.7	37077	0.853	0.19	NA	0.0093	NA	NA	0	0	0	0	1.2944199037	0.860691347	NA	424.4	382.2	1.87	1.88	95.5	NA	NA	40	40	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LD10_S_Wi2013_b	NA	NA	1
LL10_S_Wi2013_PS	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	LL10	Coastal	None	BM	2013-03-07	Wi	2013	0.3788800809	2.103	1.699	0.715	0.793	464	1.52	3.57	96.33	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01085	NA	NA	0	0	0	0	0.5066666667	0.5252761039	NA	441.1	367.9	1.33	1.32	95.2	NA	NA	35	35	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LL10_S_Wi2013	NA	NA	1
LN10_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	LN10	Coastal	02 Nervion	BM	2017-02-14	Wi	2017	0.96648843	0.74	0.719	0.936	0.933	286	0.95	0	98.06	1.94	13	24	12	16	79	479	35867	0	0.12	NA	NA	NA	NA	0	0	0	0	0.4776641122	0.7085682713	NA	414.3	367.9	0.94	0.96	94.7	NA	NA	33	33	35.5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LN10_S_Wi2017	NA	NA	1
LN20_S_Wi2013_PS	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	LN20	Coastal	02 Nervion	BM	2013-02-18	Wi	2013	0.6854143552	1.162	0.924	0.752	0.804	472	1.84	0.01	99.37	0.62	82.8	108	45.1	29.4	328.4	3352	221818	0.291	0.164	0.013	0.0186	NA	1.6	0	808	0	0	1.594922101	1.5677009414	NA	392.7	370.8	1.69	1.76	102.1	NA	NA	32	32	35.1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LN20_S_Wi2013	NA	NA	1
LN20_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	LN20	Coastal	02 Nervion	BM	2017-02-14	Wi	2017	0.6826793821	0.748	1.004	0.952	0.871	433	2.24	0.01	96.85	3.14	36	52	15	29	152	1043	76867	0.35	0.19	NA	NA	NA	NA	64	0	0	0	1.3776402815	1.3775993961	NA	461	387	1.7	1.66	94.7	NA	NA	34	34	35.6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LN20_S_Wi2017	NA	NA	1
LO10_S_Wi2013_PS	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	LO10	Coastal	09 Oria	BM	2013-03-07	Wi	2013	1.1874338904	1.322	1.652	1.008	0.945	454	1.43	0.03	98.29	1.68	25.9	53.7	31.3	29.3	226.9	664.5	46848	0.116	0.382	0.019	0.00775	NA	1.3	0	57	0	0	1.0707340375	1.199695006	NA	330.9	337.9	1.22	1.64	93.6	NA	NA	31	31	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LO10_S_Wi2013	NA	NA	1
LOI10_S_Wi2013_PS	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	LOI10	Coastal	11 Oiartzun	BM	2013-03-07	Wi	2013	1.3570157868	2.117	1.897	0.943	0.901	484	1.55	0.21	92.19	7.6	16.8	43.2	27.3	36.6	130	411.6	26822	0.125	0.278	0.033	0.0124	NA	2	1.3	300.4	0	0	0.9883911218	1.2763893608	NA	382.5	290	0.97	2.91	94.2	NA	NA	36	36	35.6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOI10_S_Wi2013	NA	NA	1
LOK10_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201809	519..806D	LOK10	Coastal	04 Oka	BM	2013-03-06	Wi	2013	0.8562531058	2.117	1.809	0.943	0.939	333	1.18	0.04	98.22	1.74	28.4	55.4	24	22.5	167.2	711.9	88895	0.666	0.216	0.026	0.01395	NA	2.4	0	167	0	0	1.1069980866	1.2109281328	NA	394.8	353.2	1.1	1.11	94.2	NA	NA	36	36	35.6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOK10_S_Wi2013	NA	NA	D
LOK10_S_Wi2013RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	LOK10	Coastal	04 Oka	BM	2013-03-06	Wi	2013	1.1604698402	2.117	1.809	0.943	0.939	333	1.18	0.04	98.22	1.74	28.4	55.4	24	22.5	167.2	711.9	88895	0.666	0.216	0.026	0.01395	NA	2.4	0	167	0	0	1.1069980866	1.2109281328	NA	394.8	353.2	1.1	1.11	94.2	NA	NA	36	36	35.6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOK10_S_Wi2013	NA	NA	R
LRF10_S_Wi2013_PS	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	LRF10	Offshore	None	BM	2013-03-15	Wi	2013	1.4273023859	1.451	1.646	0.882	NA	120	1.49	0.13	66.04	33.83	18	70.7	26.3	36.4	137.3	297.7	29347	0.507	0.27	0.069	0.0124	NA	2.8	1.2	609	0	0	1.2379024701	1.502152315	NA	200.5	166.4	2.53	3.27	90	NA	NA	105	105	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LRF10_S_Wi2013	NA	NA	1
LRF20_S_Wi2013_PS	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	LRF20	Offshore	None	BM	2013-03-06	Wi	2013	2.0265078583	1.629	1.829	0.731	0.795	437	2.91	0.03	46.08	53.89	21.1	46.6	22.1	24.2	98.4	296.4	27256	0.219	0.054	0.049	0.0062	NA	2.8	5.8	5393	0	0	1.3454201924	1.6200967896	NA	156.2	NA	2.73	NA	90.8	NA	NA	103	103	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LRF20_S_Wi2013	NA	NA	1
LU10_S_Wi2013_PS	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	LU10	Coastal	08 Urola	BM	2013-03-07	Wi	2013	0.8373101952	0.975	1.256	0.912	0.961	458	1.56	0.03	98.89	1.08	19.9	64.8	36.6	48.5	140.3	436.6	52312	0.041	0.199	0.033	0.0155	NA	1.9	0	150	0	0	1.0646376789	0.9638122752	NA	425.4	358.6	1.48	1.57	92.9	NA	NA	33	33	35.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LU10_S_Wi2013	NA	NA	1
LUR20_S_Wi2013_PS	S	S	DNA	DNA-RNA	1	HF	Eva	519..806	LUR20	Coastal	10 Urumea	BM	2013-03-07	Wi	2013	1.4801996018	1.124	1.6516	0.984	0.916	294	2.05	0.2	86.16	13.64	19.3	44.1	28.6	38.6	130.8	346.9	24725	0.109	0.273	0.061	NA	NA	2.4	8.3	1078	0	0	1.2104903132	1.0081167788	NA	312	123	1.17	1.36	97.8	NA	NA	35	35	35.2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LUR20_S_Wi2013	NA	NA	1
LUR20_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	LUR20	Coastal	10 Urumea	BM	2017-03-27	Wi	2017	1.2842068646	1.703	1.263	1.016	0.949	340	0.75	0.04	94.23	5.73	13	30	17	42	89	520	36752	0.08	0.08	NA	NA	NA	NA	0	0	0	0	0.6723888219	0.8788273974	NA	347.4	301.1	1.08	1.05	93.8	NA	NA	37	37	35.5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LUR20_S_Wi2017	NA	NA	1
PB01_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	PB01	Port	02 Nervion	NA	2017	Su	2017	1.8255002595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PB01_S_2017	NA	NA	1
PB02_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	PB02	Port	02 Nervion	NA	2017	Su	2017	2.6918001885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PB02_S_2017	NA	NA	1
PB03_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	PB03	Port	02 Nervion	NA	2017	Su	2017	1.8845421499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PB03_S_2017	NA	NA	1
PB04_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	PB04	Port	02 Nervion	NA	2017	Su	2017	1.6628892875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PB04_S_2017	NA	NA	1
