"","AMBI","microgAMBI","PI","PI5yAvg","PI10yAvg","Redox","Redox5yAvg","Redox10yAvg","OM","OM5yAvg","OM10yAvg","taxonomy"
"SWARM_3061",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_14871",79.33,0,23.98,23.06,21.54,61.14,29.99,61.92,37.36,45.31,38.31,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;endosymbionts"
"SWARM_35766",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae"
"SWARM_3091",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhizobiales;MNG7"
"SWARM_16710",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria"
"SWARM_16714",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;WCHB1-32"
"SWARM_29718",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Holophagae;Acidobacteria group 10;Sva0725"
"SWARM_1509",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales"
"SWARM_1508",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas"
"SWARM_1507",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Desulfurellia;Desulfurellales;H16"
"SWARM_1506",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Deferrisoma"
"SWARM_1505",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group"
"SWARM_1504",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae"
"SWARM_1503",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium"
"SWARM_1502",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_1501",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae"
"SWARM_1500",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033"
"SWARM_1816",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Actinobacteria (class);Micrococcales;Microbacteriaceae"
"SWARM_13384",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae (superphylum);Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira (Nitrospiraceae)"
"SWARM_13389",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_16261",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_16268",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Reinekea"
"SWARM_9414",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae"
"SWARM_6997",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group"
"SWARM_6991",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Phycisphaerae;MSB-3A7 sediment group"
"SWARM_6992",60.39,36.99,46.26,94.89,47.49,23.04,34.01,33.11,23.78,35.96,33.11,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_1077",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_1076",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis"
"SWARM_1073",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae"
"SWARM_1072",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter"
"SWARM_1070",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_1079",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidetes vadinHA17"
"SWARM_1078",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_33592",0,25.73,29.87,30.03,37.18,0,0,0,0,0,23.27,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_22174",0,35.03,27.78,54.5,70,0,17.95,25,25,50,46.67,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales"
"SWARM_14754",95.86,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Portibacter"
"SWARM_14751",29.23,19.65,23.21,28.34,33.92,23.24,26.77,26.77,28.9,39.86,44.62,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria"
"SWARM_24103",0,0,0,0,0,0,12.82,10.75,0,9.97,11.72,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Cyanobacteria;Oxyphotobacteria;Microcoleaceae;Planktothricoides family incertae sedis;Planktothricoides"
"SWARM_21888",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa"
"SWARM_13887",0,0,0,17.86,11.9,0,0,13.6,0,26.64,23.5,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Dehalococcoidia (subdiv. 6);GIF3"
"SWARM_7799",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007"
"SWARM_8643",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Archaea;Archaea (superkingdom);Euryarchaeota (superphylum);Euryarchaeota;Thermoplasmata;Marine Benthic Group D and DHVEG-1"
"SWARM_8641",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;OPB41"
"SWARM_5985",0,29.52,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes"
"SWARM_9591",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_9594",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi"
"SWARM_5934",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae"
"SWARM_5933",41,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales"
"SWARM_5930",0,0,21.89,23.82,31.86,17.55,12.7,12.7,15.85,13.62,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_1133",49.35,73.63,43.58,34.08,40.62,30.7,40.84,58.33,31.09,39.58,39.5,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_1130",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group"
"SWARM_1131",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_1136",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_1135",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae"
"SWARM_1138",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_538",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromusa"
"SWARM_534",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mariniflexile"
"SWARM_10653",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium"
"SWARM_10650",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acetothermia (superphylum);Ca. Acetothermia (OP1)"
"SWARM_6368",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes"
"SWARM_6367",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales"
"SWARM_6361",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Clostridiales;Family XII (Clostridiales);Fusibacter"
"SWARM_5478",0,28.23,26.97,0,0,41.24,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_5477",28.55,0,27.75,0,0,32.29,0,0,34.38,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales"
"SWARM_5476",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Lweinellacea;Lewinella"
"SWARM_5472",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Ekhidna"
"SWARM_2128",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033"
"SWARM_2129",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae"
"SWARM_2124",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;AKAU4049"
"SWARM_2125",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula"
"SWARM_2127",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae"
"SWARM_2121",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Chitinivorax order incertae sedis;Chitinivorax fam. incertae sedis;Chitinivorax"
"SWARM_2122",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter"
"SWARM_2123",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Actinobacteria (class);Corynebacteriales;Mycobacteriaceae;Mycobacterium"
"SWARM_12915",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio"
"SWARM_4984",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Phycisphaerae;MSBL9"
"SWARM_4986",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;SS1-B-09-64"
"SWARM_4980",0,0,0,0,0,0,0,0,13.92,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae"
"SWARM_3458",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae;Draconibacterium"
"SWARM_3453",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group"
"SWARM_3451",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_3450",60.69,52.16,11.22,16.85,12.02,24.82,63.67,99.15,15.41,18.68,21.73,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Holophagae;Acidobacteria group 10;Sva0725"
"SWARM_3456",62.67,19.55,0,0,0,13.33,19.63,24.37,0,16.38,17.75,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_3454",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_7704",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola"
"SWARM_10511",28.89,0,0,0,0,0,0,0,23.76,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter"
"SWARM_5712",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1"
"SWARM_17825",0,0,62.19,33.18,24.84,12.44,28.41,14.83,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans"
"SWARM_17820",27.37,36.89,17.07,17.02,20.51,0,20.13,27.24,13.73,14.55,15.09,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria"
"SWARM_25685",0,20.78,0,0,0,0,0,0,23.74,17.03,16.42,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;D8A-2"
"SWARM_37511",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B)"
"SWARM_38260",53.19,37.78,0,0,0,0,81.53,0,0,18.02,14.98,"Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae (superphylum);Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira (Nitrospiraceae)"
"SWARM_19086",34.58,25.94,19.78,22.59,19.72,0,17.99,21,15.16,44.86,24.47,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_10753",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Chloroflexi Subdivision 2"
"SWARM_10752",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix"
"SWARM_10750",0,17.86,29.63,27.78,33.77,36.84,18.52,16.98,22.07,21.55,18.52,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_10755",0,0,0,0,38.92,0,0,0,0,0,13.61,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group"
"SWARM_10754",0,0,0,0,0,0,0,26.93,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Ca. Latescibacteria (WS3)"
"SWARM_10758",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium"
"SWARM_4665",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus"
"SWARM_4661",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_6281",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae"
"SWARM_6280",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Actinobacteria (class);Micrococcales;Intrasporangiaceae;Tetrasphaera"
"SWARM_5533",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_8485",0,24,0,0,0,12.2,78.94,32.25,0,20.69,22.28,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales"
"SWARM_8481",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Lentisphaerae;Lentisphaeria;Victivallales;BD2-3"
"SWARM_3131",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Nitrospinae Tectomicrobia group;Nitrospinae;Belgica2005-10-ZG-3"
"SWARM_3795",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae"
"SWARM_30118",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae"
"SWARM_668",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter"
"SWARM_669",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Caldithrix phylum incertae sedis;Caldithrix class incertae sedis;Caldithrix order incertae sedis;Caldithrix family incertae sedis;Caldithrix"
"SWARM_660",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Haliscomenobacter"
"SWARM_661",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;endosymbionts"
"SWARM_662",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae"
"SWARM_663",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae"
"SWARM_664",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus"
"SWARM_667",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Haliea"
"SWARM_35878",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales"
"SWARM_6982",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi"
"SWARM_1796",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillales Incertae Sedis;Candidatus Alysiosphaera"
"SWARM_1797",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae"
"SWARM_1795",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;KI89A clade"
"SWARM_1793",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;BD2-11 terrestrial group"
"SWARM_3295",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter"
"SWARM_3296",76.59,30.35,36.39,25.24,27.86,19.77,22.91,32.65,16.78,46.53,21.93,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_3291",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae"
"SWARM_1799",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae"
"SWARM_3185",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_3184",51.73,61.81,48.44,22.46,19.02,58.39,71.09,78.37,20.54,25.43,19.26,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_3187",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;BD2-11 terrestrial group"
"SWARM_1471",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;SC-I-84"
"SWARM_1470",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella"
"SWARM_1477",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria"
